,Topic,Count,Name,Representation,Representative_Docs
31,30,83,30_发个_宋语棠沈霆渊_请到公众号_江浅析祁晏云,"['发个', '宋语棠沈霆渊', '请到公众号', '江浅析祁晏云', '名或', '怡顾路谦', '黎语萱', '沈南絮傅羽泽', '蚣众呺江二', '怡顾路谦楚']","['抖音热推 江浅析祁晏云超火  江浅析祁晏云   江浅析祁晏云 江浅析祁晏云 请到公众号   发个 江浅析祁晏云  行 祁母 语气难掩兴奋祁晏云压下心底 烦躁回道 还有事晚点再 话落他挂断电话', '熬夜必看爽文 江浅析祁晏云 超火  江浅析祁晏云全 已  江浅析祁晏云 江浅析祁晏云 到公众号江二 发个 江浅析祁晏云  行 下一瞬祁母 电话打来晏云 看到新闻 江浅析真 怀孕 怎么这么久 才 她现  哪怎么', '熬夜必看爽文 宋语棠沈霆渊 超火  宋语棠沈霆渊全 已  宋语棠沈霆渊 宋语棠沈霆渊 到公众号江二 发个 宋语棠沈霆渊  行 下一瞬沈母 电话打来霆渊 看到新闻 宋语棠真 怀孕 怎么这么久 才 她现  哪怎么']"
32,31,77,31_求和疫情_发展形势必须严格落实学校内部_北京市教委发布_疫情传播风险和防控工作,"['求和疫情', '发展形势必须严格落实学校内部', '北京市教委发布', '疫情传播风险和防控工作', '全面加强推进大范围', '一定程度上加大', '条新规分别', '一次压力', '复学复课', '一次大考']","['众志成城 抗击疫情 新型冠状病毒科普知识 学校复学复课过程中应做好哪些疫情防控工作新冠疫情防控进入常态化以后经济社会生活秩序和学校复学复课正 全面加强推进大范围 复学复课 一定程度上加大 疫情传播风险和防控工作 难度对于常态化 防控工作 一次大考  一次压力', '药小草 学校复学复课过程中应做好哪些疫情防控工作新冠疫情防控进入常态化以后经济社会生活秩序和学校复学复课正 全面加强推进大范围 复学复课 一定程度上加大 疫情传播风险和防控工作 难度对于常态化 防控工作 一次大考  一次压力 测试为 做好学校 复学复课国家', '防控知识  学校复学复课过程中应做好哪些疫情防控工作新冠疫情防控进入常态化以后经济社会生活秩序和学校复学复课正 全面加强推进大范围 复学复课 一定程度上加大 疫情传播风险和防控工作 难度对于常态化 防控工作 一次大考  一次压力 测试为 做好学校 复学复']"
33,32,77,32_蚊子_驱蚊成分_有蚊子_八个包,"['蚊子', '驱蚊成分', '有蚊子', '八个包', '被蚊子咬', '胳膊上', '个包', '一夜', '早上来', '热带植物每次开窗通风总会溜进来几只蚊子吧so']","['一大早刺激 ， 空调坏 ，蚊子比人还多，点 蚊香开窗户，能冲出去 部队 蚊子🦟，眼瞅 往外逃，吓得 赶紧关上窗， 怕再换个营过来  幸福  对比出来 ，没 空调借个电风扇用 觉得香', '窗户上最近出现 很多臭屁虫，黑黑 丑丑 小小 ，时 时还会给 来个生化攻击，突然飞落到身上还会被吓一跳然后十分厌恶地抖落掉  实 搞 懂某些生物 存 有什么意义，比如苍蝇 蚊子 臭屁虫  他们 出现只会让人徒增烦恼或者 绝对 会主动 意他们 存 ，接   感觉 似乎  这', '昨天晚上又失眠哈哈 十二点半才睡 觉，两点又醒 ，蚊子一直 嗡， 拍噶 应该有快十个蚊子 ，一看左胳膊上被叮 八个包，好奇怪， 拍死 蚊子 没带🩸 三点十五空调被关 ，又热又吵又难受， 到四点四十左右才睡 ，五点四十又醒  五点五十到班，还 老样子， 过没有开']"
34,33,76,33_室内_防晒_紫外线_小银盾,"['室内', '防晒', '紫外线', '小银盾', '于适菲欧曼面膜防晒代言人', '研究表明', '认为上班族们大部分时间', '阳光', '使用防晒系数较低', '将老化基因']","['于适菲欧曼面膜防晒代言人    每一天， 面对  仅仅 电脑屏幕 蓝光，还有透过窗户悄悄溜进来 紫外线 菲欧曼防晒「小银盾」成   常工作中 隐形防护罩 它 轻薄配方，让  室内 能轻松使用， 油腻 厚重，让  肌肤 空调房 保持水润 四盾合一 科技，', '于适菲欧曼面膜防晒代言人 ， 大部分时间  室内度过 但即使 室内，紫外线 威胁  容忽视 因此， 每天 会使用菲欧曼防晒「小银盾」 它 仅能帮 抵御透过窗户 紫外线，还能 长时间面对电脑屏幕后，帮助修复肌肤 每一天，「小银盾」', '通常大家 认为上班族们大部分时间    内度过只需 使用防晒系数较低 防晒品 烈 下逛街外出游玩才需 使用高系数 防晒品其实 尽然UVA穿透力很强可以穿透  玻璃窗户对皮肤造成伤害并且上班族们   一直待 室内 上下班 时候 会暴露于阳光下和高楼大厦 光']"
35,34,69,34_视频_潜规则好人郝建再出江湖沈腾_沈腾擦窗户意外撞见_父亲只能,"['视频', '潜规则好人郝建再出江湖沈腾', '沈腾擦窗户意外撞见', '父亲只能', '私藏影单高分电影', '窗户上看一眼', '刑侦家人', '高兴', '眼职场娱乐综艺明星', '四十']","['分 视频 L川哥扯把子  视频', '分 视频 L富轩门窗  视频', '分 视频 L鑫淼  视频']"
36,35,69,35_厕所_借钱_卫生间_马桶,"['厕所', '借钱', '卫生间', '马桶', '连窗户', '被吹裂', '洗掉既然迟早', '洗手台门口有一面镜子平时工作很忙', '用报纸擦窗户真', '匆匆冲进卫生间有一道门']","['们上班所  楼层除  们 公司还有其他一些公司  一些很小 部门而 们一层楼只有 卫生间 走廓 尽头卫生间只有两条路前面 洗手台门口有一面镜子平时工作很忙 们上卫生间 时候几乎 跑 去 这天 一样 匆匆冲进卫生间有一道门 虚掩  能看到 面已经', '有什么相见恨晚 小知识 衣服洗完澡 洗掉既然迟早  洗马上洗会让 避免长时间 纠结和衣服堆积 郁闷 保持桌面整洁会让 整个人舒坦一百倍 用报纸擦窗户真 很干净 买一副贵 耳塞可以有效避免宿舍矛盾 能 借钱  借钱迫 得已需 借钱 话 最快时间内还钱', '有什么相见恨晚 小知识 衣服洗完澡 洗掉既然迟早  洗马上洗会让 避免长时间 纠结和衣服堆积 郁闷 保持桌面整洁会让 整个人舒坦一百倍 用报纸擦窗户真 很干净 买一副贵 耳塞可以有效避免宿舍矛盾 能 借钱  借钱迫 得已需 借钱 话 最快时间内']"
37,36,67,36_想开_弹射起步一下午和窗户斗智斗勇七次_起来开窗_人家天气好,"['想开', '弹射起步一下午和窗户斗智斗勇七次', '起来开窗', '人家天气好', '通风换气', '这个破窗户谁来修修', '神经', '风太大', '风好大', '刮风']","['窗户开 一条缝缝冷风嗖嗖地往 面吹 坐 靠近窗户第二个位置时 时地感受到 这个缝隙中 冷风身体打个颤转头看 下那个缝隙幻想自己用意念拉动 窗户紧紧地将它合上 意念 动身体依旧稳稳地坐 凳子上   打算起身去关 希望它开 甚至希望开 再大些这样', '这个破窗户谁来修修 人家天气好 通风换气   弹射起步一下午和窗户斗智斗勇七次  刮风 那一刻  知道 起来开窗  神经', '这个破窗户谁来修修 人家天气好 通风换气   弹射起步一下午和窗户斗智斗勇七次 刮风 那一刻  知道 起来开窗  神经']"
38,37,67,37_没有窗户_没窗户_令人窒息_讨厌没有窗户,"['没有窗户', '没窗户', '令人窒息', '讨厌没有窗户', '被闷死', '闷死', '有人拼命', '抱怨很闷', '憋出内火', '有间']","['没有窗户  ，令人窒息', '没有窗户 真  被闷死', '快 被闷死 没有窗户']"
39,38,52,38_周一逗_咖啡_开心_周一,"['周一逗', '咖啡', '开心', '周一', '周一总', '早晨', '音乐', '温暖', '每当', '午餐时间']","['谁 周一逗 开心 周一 工作总 让人感觉沉重，但 总能找到一些小乐趣来增添色彩 😊 每当 走进 时，看到阳光透过窗户洒 桌上，瞬间感觉轻松  少 ☀️ 早上 咖啡   小确幸，香气四溢，让 重新焕发活力 ☕️ 工作期间，听听自己喜欢 音乐，旋律让  忙碌中稍作放松 🎶 午', '谁 周一逗 开心 周一总 让 感到沉重，但 发现一些小事可以给 带来快乐 🌼早晨，当 走进 ，看到桌子上那杯冒 热气 咖啡，瞬间感到精神焕发 ☕️午后 阳光透过窗户洒进来，暖洋洋 感觉让 心情愉悦 🌞同事们 幽默  周一 调味剂，听他们分 周末 趣事，总能让 放声大笑', '谁 周一逗 开心 周一总 让 觉得有些沉重，但 发现一些小事情能给 带来快乐 🤗 早上喝一杯 最喜欢 咖啡，温暖 味道瞬间唤醒  ，让 充满活力 ☕️ 每当 看到阳光透过窗户洒 桌子上，心情 会跟 明亮起来 🌞 工作中， 喜欢听一些轻松 音乐，旋律让 暂时忘记压力，深入工作状']"
40,39,50,39_地铁_么赶_列车_坐地铁,"['地铁', '么赶', '列车', '坐地铁', '火车', '严重', '熟悉', '这一刻', '经过', '多度']","['早上七点 地铁如果有幸碰上人少有座 时候  坐 座位上仰 头把脑袋向后靠 地铁 窗户上 这一点时间 闭眼睡觉这时候  脖子  全身最突出 地方因为头向后向下 惯性而朝外仰 很像主动把自己 动脉送出去 鸡致命 部位暴露 空气 这时候只 有人愿意拿刀   脖颈上', '来北欧一趟，仿佛再  会来第二次一样每一刻 显得如此珍贵 北欧窥探别人 生活，看到 无数种“可能”• 哪怕只有三层台阶， 有超大无障碍过度• 地铁站台工作人员附带清洁• 人人 会英语且没有口音，打招呼堪比美式热情• 公厕基本  unisex  干净程度基本 可上• 公交系统 x ，地铁', '每天 好累 早上起床，去食堂买玉米或者粥， 以前从来 喝粥  人，原来原则   绝对 ，如果时间掐 好，可以坐上 点 分 地铁，地铁 中间站，永远很多人，运气好被挤上去，运气差被挤下来，坐四站，到换乘站，一大片乌泱泱 人低 头下车，赶 去坐下一辆地铁，一般来 ， 会 点 到公司']"
41,40,49,40_咖啡加浓对冲班味安吉尔小奶兔咖啡机_咖啡_忙碌_松弛感,"['咖啡加浓对冲班味安吉尔小奶兔咖啡机', '咖啡', '忙碌', '松弛感', '每当', '小奶兔咖啡机', '视频时', '观看小奶兔咖啡机', '常中', '观看']","['咖啡加浓对冲班味安吉尔小奶兔咖啡机  忙碌 工作 上午， 总会设定一段时间来 受 最爱 咖啡，每一次 瞬间 让 倍感松弛☕  最近观看 小奶兔咖啡机 视频，看到那流动 咖啡液和轻柔 蒸汽，似乎时间 慢 下来💨 每当 按下咖啡机 按钮，期待 心情与那咖啡香气渐渐弥', '咖啡加浓对冲班味安吉尔小奶兔咖啡机  忙碌 工作 中，每当 泡一杯香浓 咖啡，瞬间感受到一种无与伦比 松弛感☕️ 前几天，  观看小奶兔咖啡机 视频时，有 片段让 倍感温馨，镜头对准那轻轻吐出 奶沫和绵密 咖啡泡泡， 像 一首柔和 交响曲，让 忍 住微笑😊 回', '咖啡加浓对冲班味安吉尔小奶兔咖啡机  忙碌 工作 中， 常常会忍 住想 一杯咖啡，这种小小 仪式感让 倍感松弛😊 每当    泡一杯热腾腾 咖啡，咖啡 香气瞬间充满 整个空间☕ 观看小奶兔咖啡机 视频时， 特别喜欢看到那丝滑 泡沫 杯中轻轻晃动，那一刻让 想']"
42,41,49,41_青山上_看到外面_窗户外面能看到云_从新,"['青山上', '看到外面', '窗户外面能看到云', '从新', '好美', '好漂亮', '景色', '窗户看出去', '窗外', 'kbn山景房']","['窗户外面能看到云 天空缓慢浮动影子落 青山上', '窗外 景色随 四季变化而变化人 心境 否 有改变下图中 三张照片从打开窗户到半开窗户再到关闭 窗户视觉上 有较大差异', '窗户外面能看到云 天空缓慢浮动，影子落 青山上']"
43,42,49,42_苍蝇_一只苍蝇_有一只苍蝇_到出去,"['苍蝇', '一只苍蝇', '有一只苍蝇', '到出去', '天花板上', '玻璃窗', '崩溃', '大开', '昨天', '楼按照惯例']","['单位 生态  越来越好 ，各种小生物 进  ，上午抓一只，下午抓一只 下午这只 个巨大 苍蝇， 眼瞅 它飞进 ，而且带 巨大 噪声四处乱撞地 飞， 眼疾手快拿电脑包把它敲晕 ，然后抓住它一只腿儿，它 那乱扑腾  们俩 应该感谢 ，上天有好生之德， 活捉  们，还得找窗户', '座位靠窗刚刚 飞进 一只巨大 苍蝇  旁边 窗玻璃上嗡想飞出去 拿 一本巨厚 书拍照用 道具假书想把这苍蝇砸死丢 手比较笨 窗户上一通乱砸好 容易才把苍蝇打死 下手 重但 假书 中空 能发出很响 声音 同事惊恐地 以为 刚刚精神奔溃拿 一本', '昨天 有一只苍蝇，  一直飞 刚开始从  个同事那 飞来飞去， 个女生， 个男生 然后，两个女生  好讨厌这个苍蝇，这 谁那    这 没有吃 东西 过 会儿，苍蝇飞到 这边来 ， 坐 靠窗边，  想打开窗户让它飞出去吧 结果，它一直没出去，反而 旁边飞来飞去，然后听']"
44,43,48,43_恨老鼠_老鼠_号嘉宾_小松鼠治愈,"['恨老鼠', '老鼠', '号嘉宾', '小松鼠治愈', 'rg', 'xnn', '很好奇转一下明天早上听到底多吓人kwok盖', '很神奇腐兔', '駟鹅', '以为有人']","['进一中 级前五十 改名 错 别看译制组长小哈板呜 坐   以为有人 外面敲窗户吓死然后下面 没  很神奇腐兔 操DAEnmd 还 很好奇转一下明天早上听到底多吓人Kwok盖 躺床上吓得坐起来 这个吓人还 比较高级 駟鹅', '没想到被 窗外 小松鼠治愈     内蒙古一网友通过 窗户拍到 超可爱 一幕两只小松鼠 树上 跑 追 再跑 还追这两小只自由得让人羡慕打工人  常  市报道httpt nA xnN RG', '没想到被 窗外 小松鼠治愈     内蒙古一网友通过 窗户拍到 超可爱 一幕两只小松鼠 树上 跑 追 再跑 还追这两小只自由得让人羡慕打工人  常  市报道httpt nA xnN RG 郑州河南广播电视台']"
45,44,48,44_地震_级地震_晃动_感觉到,"['地震', '级地震', '晃动', '感觉到', '广州地震', '摇动', '佛山地震', '汶川大地震', '一下', '摇晃']","['地震 时候正  加班 突然发现窗户 空调  震动摇晃 意识到地震 地震 时候想  三楼 可以跑下去吗 又 想起某人 过地震 时候会想起谁第一次强烈感受到地震 苹果手机竟然没有预警加班结束看见今晚  亮', '早上听 地震，细心 人察觉到 楼层 摇动 八点左右  三环线上开车，没什么感觉 地震 恐怖听过见过，  武汉那次  文件柜晃动 铁门咣当咣当作响犹 眼前 前天南昌极端气流，有个视频上看到居民高楼 落地玻璃窗整扇被吹落，砸 客厅 ，一片狼藉，母子俩其乐融融 景象瞬间破坏，客', '研碎念谁懂 笑死   老师  突然窗户开始震动 但  听到 附近工地装修声音老师突然警惕起来      地震    地震  真 一脸懵逼   然后 开始拿起手机准备到楼下空地出  走廊 好多老师 拿 包    地震  准备下楼结果 老师  附近 打桩 们没听到']"
46,45,48,45_歌单_放音乐_稳定_敲击键盘,"['歌单', '放音乐', '稳定', '敲击键盘', '想从窗户下楼', '这首歌', '拥挤', '头晕', '可惜', '灌贴']","['点开 去 刚去香港做项目那会儿常听 歌，那个时候 无力与无助顺 旋律袭来，身临其境八号风球来 时候，大雨倾盆，雨滴疯狂敲击窗户，整座城市陷入黑暗  端坐 酒店 行政酒廊，敲击键盘，打出一些 自己 看 懂 东西，时 时接受两句冷嘲热讽 然后 带上耳机，播到 这首歌   娓娓道来，', '分 几个自己最近养成 习惯并且确确实实 有用  .找到自己喜欢类型 歌单  本人  非常喜欢r&b，所以回到家 会放歌， 有一种从外面吵闹 环境放松下来 感觉，放音乐 声音可以稍微大一点点，那种整个屋子 可以听到 ，那种感觉 像 电影   换场景配上 bgm，h好自恋  .让房间白', '之前， 特别瞧 上车 放 震耳欲聋 DJ，耍 漂移，车 跑远 ，车  音箱还 耳边颤抖 混世魔王们 头几 ，  那个文质彬彬 哥哥 ，他跑长途 时候听DJ 带劲，解乏，还 困，惊呆  ，他应该 听小城故事，烛光  妈妈才对吧，随后， 们互换 歌单，他竟然觉得  音乐太老土他']"
47,46,46,46_单位_密室大逃脱_有地方呢还_小公司,"['单位', '密室大逃脱', '有地方呢还', '小公司', '很可爱', '新工位', '点半', '完成', '安排', '最近']","['最近 改造项目 离谱给   二楼让 设计平面改公寓 和  啥约束条件 没有 设计吧 然后 完成 第一  回来和客户开会讨论 他们忘  能加窗户 所以平面 重改 于  完成 第二   leader和  有 好消息和 坏消息 坏   们老板看错楼层  把三楼 平面当', '单位 搬走 从这栋大楼搬到 远处 塞车路段 旧大楼 哀鸿遍野  还 得其解他们   没赶上好时候 下午  量尺寸 到时去到  抢面积 诶  只希望 还能有这样 空间环境 离大家  近 离窗户比较近 没人看得到  屏幕 地板明亮 过道宽敞 空气有点冷但很干净中午去 局 开通短号  最害怕', '最近 来新同事， 们 把桌子收得更紧 ，现 出来还  人先出  人再出， 然椅子 打架 然后原来 大茶几 给撤 ，换  小小桌子，绿萝 生活空间 没得 ，只能放 空调上面 为  让新同事坐 窗户边边晒太阳，主任还隔  小隔间，  坐 这 感觉自己 像一只阴沟  老鼠']"
48,47,46,47_趴后门窗户看_为啥知道_放学__hourglass别问,"['趴后门窗户看', '为啥知道', '放学', '_hourglass别问', '已经开始和', '位校草早恋', '可爱sterna_paradisaea代入感好强', '头立苏苏叶七七贰白哈', '后门窗户有', '花痴女同学_hourglass别问']","['_hourglass别问 为啥知道 趴后门窗户看 放学 给 来', '絕 _hourglass别问 为啥知道 趴后门窗户看 放学 给 来', '绝 _hourglass别问 为啥知道 趴后门窗户看 放学 给 来']"
49,48,45,48_蜜蜂_一只蜜蜂_刚才_马蜂,"['蜜蜂', '一只蜜蜂', '刚才', '马蜂', '手指', '一直', '苍蝇', '时候发现塑料饭盒', '灯打开引它出来', '灯飞过去结果']","['昨天下午   等待上普拉提课 时候，突然  周围来 只蜜蜂， 想 法躲避它，但 它总  走，绕来绕去 突然它趴 玻璃墙上，这个时候 知道机会来   拿   夹板，静悄悄 靠近它 然后以迅雷 及掩耳之势，用力啪嗒 它 身体掉  台面上， 用卫生纸捏 它， 对它  句， 好意思', '又突然想起去 夏天， 卧室窗户上飞 一只好大 虫子，拿杀虫剂蒙喷它，没死，很大，  进来 ，赶紧给 妈打电话，  哭 ，真 很怕虫子 霍州 时候屋 进 一只蜜蜂， 本来想把卧室灯关 ，外边 灯打开引它出来，结果关 灯他  见 ，  超级害怕， 又把灯 打开，站 楼道 门口，一边', '<蜜蜂> 二楼替人代课两三周   一上课 班  飞进 一只蜜蜂 这让原本 鸡犬 宁 班级瞬间鸡飞狗跳 每个人 挥舞 躲避 叫喊  还有人 把蜜蜂打死   蜜蜂 会蛰 们  没有人听  无比平静地看 他们 继续讲解单词 但终于 蜜蜂还 猝 及防地被打死  紧接  飞进来']"
50,49,45,49_影响市重污染天气应急指挥部_人和心脏病肺病及其他慢性疾病患者尽量停留_浓度为_白天至,"['影响市重污染天气应急指挥部', '人和心脏病肺病及其他慢性疾病患者尽量停留', '浓度为', '白天至', '微克立方米经本市生态环境气象部门联合会商预计', '中度污染为减轻污染天气对公众健康', '决定本市自', '关于发布重污染天气橙色预警启动ⅱ级应急响应', '石家庄身边事', '利气象条件影响']","['石家庄身边事 注意石家庄于     时启动重污染天气I级应急响应根据联合会商结果未来几天河北省可能出现PM 中度污染为减轻污染天气对公众健康 影响市重污染天气应急指挥部 发布重污染天气黄色预警并将于     时启动重污染天气I级应急响应应急响应解除时间另行通', '快讯上海启动空气重污染黄色预警采取一系列响应措施 受上游污染输送和本地污染累积叠加影响   凌晨本市PM 浓度快速上升 时实时空气质量指数为 重度污染PM 浓度为 微克立方米经本市生态环境气象部门联合会商预计  白天至  持续出现PM 污染过程', '热点资讯空气质量快讯上海启动空气重污染黄色预警采取一系列响应措施受上游污染输送和本地污染累积叠加影响   凌晨本市PM 浓度快速上升 时实时空气质量指数为 重度污染PM 浓度为 微克立方米经本市生态环境气象部门联合会商预计  白天至  持续出现P']"
51,50,44,50_窗户飘进来_味道_们为_隔壁把饭热糊,"['窗户飘进来', '味道', '们为', '隔壁把饭热糊', '散味打开', '火锅店', '香香', '错觉', '隔壁', '食堂']","['隔壁把饭热糊 ， 们为 散味打开  窗户，风吹进来，很柔和，让人产生时间倒流 错觉', '发现有时候风 面会有小时候 味道，刚刚想放松一下站  窗户闭 眼大口呼吸窗外 味道这次 味道很像小学时候傍晚回家爷爷奶奶 厨房做饭 味道一下子给 带回那个场景，上次 小学 操场玩 味道  分 清啦可能 太怀念那些无忧无虑 时光', '这个桂林米粉，卖相还 错 用包装盒有点小 配菜挺多，卤鹌鹑蛋，酸豆角，酸萝卜，锅烧，卤牛肉 酸笋一打开好臭，马上关紧  门，把窗户打开 倒完汤看到提醒 到更好吃，干拌 好吃 倒 汤有点淡 感觉粉越吃越多，没吃完” L清凉_清欢  视频']"
52,51,43,51_触摸屏幕_投影仪甚至_仅可以当电子窗帘使用更可以变身成家庭影院_商店,"['触摸屏幕', '投影仪甚至', '仅可以当电子窗帘使用更可以变身成家庭影院', '商店', '广告橱窗智能时代万物皆为屏随时随地', '受大屏带给', '自粘磨砂玻璃贴膜', '车内阳光房隔热神器', '元券', '透明']","['智安联生活 科技智能窗户波兰公司DRUTEX设计出一款智能窗户把透明玻璃变成可操作 触摸屏幕 仅可以当电子窗帘使用更可以变身成家庭影院 投影仪甚至 商店 广告橱窗智能时代万物皆为屏随时随地 受大屏带给  便利和乐趣L科技view  视频', '智能窗户把透明玻璃变成可操作 触摸屏幕波兰公司DRUTEX设计出一款智能窗户把透明玻璃变成可操作 触摸屏幕 仅可以当电子窗帘使用更可以变身成家庭影院 投影仪甚至 商店 广告橱窗智能时代万物皆为屏随时随地 受大屏带给  便利和乐趣L科技view  视频', '智能窗户波兰公司DRUTEX设计出一款智能窗户把透明玻璃变成可操作 触摸屏幕 仅可以当电子窗帘使用更可以变身成家庭影院 投影仪甚至 商店 广告橱窗智能时代万物皆为屏随时随地 受大屏带给  便利和乐趣L科技view  视频']"
53,52,41,52_乘出租车司机问_老太婆趴_车开得飞快_窗外看著,"['乘出租车司机问', '老太婆趴', '车开得飞快', '窗外看著', '一只手还', '车上呢', '一人从车祸', '们两个', '现场走开迎面有人拦住他', '去哪']","['精彩故事集锦   人 乘出租车司机问   们两个 去哪  一人从车祸 现场走开迎面有人拦住他 hei  一只手还 车上呢 车开得飞快 老太婆趴 窗外看著  开摩托车接女朋友下班后半夜有点凉女友温柔 张开双手搂住  忽然她摸 脸冷吗刚想接', '人 乘出租车司机问   们两个 去哪  一人从车祸 现场走开迎面有人拦住他 hei  一只手还 车上呢 车开得飞快 老太婆趴 窗外看著  开摩托车接女朋友下班后半夜有点凉女友温柔 张开双手搂住  忽然她摸 脸冷吗刚想接口 忽然发现腰际女友', '人 乘出租车司机问   们两个 去哪  一人从车祸 现场走开迎面有人拦住他 hei   一只手还 车上呢 车开得飞快 老太婆趴 窗外看著  开摩托车接女朋友下班后半夜有点凉女友温柔 张开双手搂住  忽然她摸 脸冷吗刚想接口 忽然发现腰']"
54,53,39,53_点起_jui_一些_双休,"['点起', 'jui', '一些', '双休', '家上班', '点睡', '两分钟', '加班', '放假', '一天']","['国庆  高能量 一大早睡到八点多，开始玩手机十点多开始饿 ，拿出昨天晚上活好 面团，自己做 一份揪拽疙瘩汤，想 把冰箱  食物消灭掉，又炒 个包菜然后很无聊， 想去加班， 玩手机~~ 行 ，得加班去 一点多  去公司 ，真 好痛苦一直干，干到六点多终于干完 ，开心走', '周二下班后，坐地铁回快乐小窝，夏天好热，进屋赶紧洗 把脸躺下休息，晚饭下班前  简单吃 一些，看 时间还早，给妈妈打 电话商量周末让她过来一趟，和妈妈聊完快七点 ，小白 加班  打车去瑜伽馆， . 开始上课， 上 课 肩髋调节，很舒服，下课后天已经黑下来 ，休息术结束后，', '杂记到加州第三天 没时差 只 比 国内睡觉早 一些，起得 早 一些  国内每天夜    点睡，早上   点起，到这儿以后 点睡，   点起 白天 午休，没任何困意 记录这个只 为 看看 还能来回跑几 而 会有身体负担  爸妈最后一次从这儿回去那 ， 妈 ， 爸 ，其实 还能跑']"
55,54,39,54_宜多_冬季雾气中_宜长期待_宜长时间停留,"['宜多', '冬季雾气中', '宜长期待', '宜长时间停留', '冬季养生宜多食热粥', '温暖房间', '多喝水能防肾结石', '冬季洗澡次数', '宜光', '夏季多吃苦味有益健康']","['史上最全 个生理常识，太有用    凉水洗脚有损健康；  夏季多吃苦味有益健康；  多喝水能防肾结石；  夏季 宜光 上身睡觉；  冬季养生宜多食热粥；  冬季洗澡次数 宜多；  冬季 宜长期待 温暖房间；   宜长时间停留 冬季雾气中；  冬天 宜把围巾当口罩用；  冬天', '史上最全 个生理常识，太有用    凉水洗脚有损健康；  夏季多吃苦味有益健康；  多喝水能防肾结石；  夏季 宜光 上身睡觉；  冬季养生宜多食热粥；  冬季洗澡次数 宜多；  冬季 宜长期待 温暖房间；   宜长时间停留 冬季雾气中；  冬天 宜把围巾当口罩用；', '史上最全 个生理常识太有用  凉水洗脚有损健康 夏季多吃苦味有益健康 多喝水能防肾结石 夏季 宜光 上身睡觉 冬季养生宜多食热粥 冬季洗澡次数 宜多 冬季 宜长期待 温暖房间  宜长时间停留 冬季雾气中 冬天 宜把围巾当口罩用']"
56,55,38,55_花痴少女_们学校_男神_hourglass别问_为啥知道,"['花痴少女', '们学校', '男神_hourglass别问', '为啥知道', '趴后门窗户看', '放学', '头一次见到栩许如生代入感好强熊熊莓卷', '班草', '这个班唯一', '女同学栩许如生代入感好强熊熊莓卷']","['才 摘星折   这个班唯一 女同学栩许如生代入感好强熊熊莓卷   花痴少女   们学校 男神_hourglass别问 为啥知道 趴后门窗户看 放学 给 来', '肩部挂件马羽加一整个班 班草 头一次见到栩许如生代入感好强熊熊莓卷   花痴少女   们学校 男神_hourglass别问 为啥知道 趴后门窗户看 放学 给 来', '这个班唯一 女同学栩许如生代入感好强熊熊莓卷   花痴少女   们学校 男神_hourglass别问 为啥知道 趴后门窗户看 放学 给 来']"
57,56,37,56_征兵_宁格勒_俄罗斯_自杀,"['征兵', '宁格勒', '俄罗斯', '自杀', '市长', '大楼', '视频', '求将他们送回家现', '有骂他动摇军心', '未提制裁据纽约时报报道']","['俄罗斯天然气工业股份公司（Gazprom） 卢克石油公司（Lukoil）和俄罗斯国家石油运输公司（Transneft）等公司 高管均已身亡     ，交通部长罗曼·斯塔罗沃伊特被解除其职务数小时后， 车内死亡 斯塔罗沃伊特 众多被当局裁定为“自杀” 官员和高管之一，回顾这些死亡事件      俄罗斯', '前美军 回忆  第一次去乌克兰    ，当时 签订 一份合同，负责改组他们 士官部队 这份合同最终失败 ，原因有很多，其中之一  当时 乌克兰军队（自  以来发生 翻天覆地 变化）和现  鹅很像，只 过当时处于和平时期 当时没有“士官团”这个称呼 士官只 个超级列兵，', '夜间，俄罗斯对乌克兰发动  架次空袭武器 攻击，其中包括 “沙赫德” 无人机  “匕首”（Kinzhal）和“伊斯坎德尔”（Iskander）弹道导弹，以及“口径”（Kalibr）和 Kh- 巡航导弹 乌克兰防空部队击落或压制  个目标，但仍有导弹和无人机击中 个地点  利沃夫，有']"
58,57,36,57_想摸鱼_摸鱼_背后_浮世绘和大川端侦探设立,"['想摸鱼', '摸鱼', '背后', '浮世绘和大川端侦探设立', '澳洲任爸爸', '海连续两天摸鱼吃水果', '热带鱼', '海鱼味透过窗户可以看到一叠一叠', '热带鱼们', '炸鱼味']","['趁 自己工位  窗户边角落 一般人 会注意到  光明正大摸 几天鱼旁边 秃头中 男找  话  有一搭没一搭 应 眼神示意 接水  后知后觉没反应过来他看 没反应 让别人帮他接 直到    同事小心翼翼  实验室告诉  坐  旁边  公司 大boss 副总裁救命', '发现海， 美帝， 同人，经常出现 问题（yhm尤为严重），  老爱写💚💛背 一船人偷偷谈恋爱，小手摸 小嘴亲 搞 搞 ，直到因为剧情 某个关键节点捅破 窗户纸，别 船员们才纷纷惊讶但祝福，其实像老○记 钱莫那样，其他知道 朋友瞒   知道 冤大头等小两口自己 出来 情况', '原本 们这个  条件对于摸鱼得天独厚，只有三个人坐 窗户下，窗台能完美挡住桌面 同时，可以监视到对面两间 和楼道，背后 一排上当带柜子 空位，挡住 从门口向 望 视线，即使有人进来， ta看见 之前 已经通过木地板上 脚步声发现ta  现 来 两个新人，和 们背靠背坐（']"
